	glottocode	path	toplevelfamily	name	hid	level	iso639-3	latitude	longitude	macroareas
23851	chot1239	tree/sino1245/kuki1245/kuki1246/oldk1252/kolh1241/tara1327/chot1239	sino1245	Chothe	nct	language	nct	24.3722	94.2408	Eurasia
23852	tara1313	tree/sino1245/kuki1245/kuki1246/oldk1252/kolh1241/tara1327/tara1313	sino1245	Tarao	tro	language	tro	24.4003	94.1703	Eurasia
23854	mons1234	tree/sino1245/kuki1245/kuki1246/oldk1252/moyo1240/mons1234	sino1245	Monsang Naga	nmh	language	nmh	24.5322	94.2164	Eurasia
23855	moyo1238	tree/sino1245/kuki1245/kuki1246/oldk1252/moyo1240/moyo1238	sino1245	Moyon	nmo	language	nmo	24.4793	94.3421	Eurasia
23856	rang1267	tree/sino1245/kuki1245/kuki1246/oldk1252/rang1267	sino1245	Halam	rnl	language	rnl	23.819438	91.66491	Eurasia
23869	sorb1250	tree/sino1245/kuki1245/kuki1246/oldk1252/sorb1250	sino1245	Sorbung	NOCODE_Sorbung	language		24.7473696	94.315422	Eurasia
23872	east2779	tree/sino1245/kuki1245/kuki1246/peri1260/khom1240/east2779	sino1245	Eastern Khumi Chin	cek	language	cek	21.3425	93.155	Eurasia
23873	khum1248	tree/sino1245/kuki1245/kuki1246/peri1260/khom1240/khum1248	sino1245	Khumi Chin	cnk	language	cnk	22.87125	92.9894633333	Eurasia
23883	mroc1235	tree/sino1245/kuki1245/kuki1246/peri1260/khom1240/mroc1235	sino1245	Mro Chin	cmr	language	cmr	19.71	93.995	Eurasia
23884	reng1255	tree/sino1245/kuki1245/kuki1246/peri1260/khom1240/reng1255	sino1245	Rengmitca	NOCODE_Rengmitca	language		21.710864	92.367939	Eurasia
23888	gang1266	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/gang1271/gang1266	sino1245	Gangte	gnb	language	gnb	24.5113	94.1681	Eurasia
23889	vaip1239	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/gang1271/vaip1239	sino1245	Vaiphei	vap	language	vap	24.1378	93.7195	Eurasia
23890	ngaw1239	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/ngaw1239	sino1245	Ngawn Chin	cnw	language	cnw	21.93031	93.58348	Eurasia
23891	simt1238	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/simt1238	sino1245	Simte	smt	language	smt	24.5444	93.3265	Eurasia
23892	siyi1240	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/siyi1240	sino1245	Sizang Chin	csy	language	csy	23.8192	93.6884	Eurasia
23893	zouu1235	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/siza1239/zouu1235	sino1245	Zou	zom	language	zom	24.0649	93.9253	Eurasia
23895	pait1244	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/thad1239/pait1244	sino1245	Paite Chin	pck	language	pck	24.0381	93.6136	Eurasia
23904	ralt1242	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/thad1239/ralt1242	sino1245	Ralte	ral	language	ral	25.0201	94.7381	Eurasia
23905	tedi1235	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/thad1239/tedi1235	sino1245	Tedim Chin	ctd	language	ctd	23.6079	93.519	Eurasia
23908	thad1238	tree/sino1245/kuki1245/kuki1246/peri1260/nort3179/thad1239/thad1238	sino1245	Thado Chin	tcz	language	tcz	24.096	93.722	Eurasia
23923	asho1236	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/asho1237/asho1236	sino1245	Asho Chin	csh	language	csh	21.393	93.5069	Eurasia
23931	sumt1234	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/asho1237/sumt1234	sino1245	Sumtu Chin	csv	language	csv	20.1238	93.8367	Eurasia
23933	chin1478	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/chin1478	sino1245	Chinbon Chin	cnb	language	cnb	20.0776	94.0506	Eurasia
23935	daai1236	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/daai1235/daai1236	sino1245	Daai Chin	dao	language	dao	20.7347	93.7853	Eurasia
23939	kaan1248	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/daai1235/kaan1248	sino1245	Kaang Chin	ckn	language	ckn	21.5091	93.6262	Eurasia
23940	munc1235	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/daai1235/munc1235	sino1245	Mün Chin	mwq	language	mwq	20.289	94.3929	Eurasia
23942	ngal1291	tree/sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/ngal1291	sino1245	Nga La	hlt	language	hlt	23.312	92.83	Eurasia
23947	mani1292	tree/sino1245/kuki1245/mani1292	sino1245	Manipuri	mni	language	mni	24.4409	93.3426	Eurasia
23953	khoi1251	tree/sino1245/kuki1245/tang1335/mari1415/khoi1251	sino1245	Khoibu	nkb	language	nkb	24.2041	94.1345	Eurasia
23954	mari1416	tree/sino1245/kuki1245/tang1335/mari1415/mari1416	sino1245	Maring Naga	nng	language	nng	24.2854	94.0723	Eurasia
23956	east2902	tree/sino1245/kuki1245/tang1335/sino1246/east2902	sino1245	East Tusom	NOCODE_East-Tusom	language		24.8	94.4	Eurasia
23958	khan1277	tree/sino1245/kuki1245/tang1335/sino1246/nucl1829/khan1277	sino1245	Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	language		25.74	94.25	Eurasia
23963	lair1234	tree/sino1245/kuki1245/tang1335/sino1246/nucl1829/lair1234	sino1245	Lairamlo	NOCODE_Kabonglo-Lairamlo	language		24.615	94.225	Eurasia
23964	nort3286	tree/sino1245/kuki1245/tang1335/sino1246/nucl1829/nort3286	sino1245	Northern Tangkhul Naga	NOCODE_Northern-Tangkhul	language		25.247878	94.551996	Eurasia
23965	nort3287	tree/sino1245/kuki1245/tang1335/sino1246/nucl1829/nort3287	sino1245	North-Central Tangkhul Naga	NOCODE_North-Central-Tangkhul	language		25.156667	94.204722	Eurasia
23966	tang1336	tree/sino1245/kuki1245/tang1335/sino1246/nucl1829/tang1336	sino1245	East-Central Tangkhul Naga	nmf	language	nmf	25.0489	94.3567	Eurasia
23973	suan1234	tree/sino1245/kuki1245/tang1335/sino1246/suan1234	sino1245	Suansu	NOCODE_Suansu	language		25.4333	94.5803	Eurasia
23975	inpu1234	tree/sino1245/kuki1245/zeme1241/inpu1234	sino1245	Inpui Naga	nkf	language	nkf	24.8761	93.8096	Eurasia
23976	mara1379	tree/sino1245/kuki1245/zeme1241/mara1379	sino1245	Maram Naga	nma	language	nma	25.4378	94.2205	Eurasia
23982	lian1251	tree/sino1245/kuki1245/zeme1241/nucl1313/lian1251	sino1245	Liangmai Naga	njn	language	njn	25.16	93.542	Eurasia
23984	mzie1235	tree/sino1245/kuki1245/zeme1241/nucl1313/mzie1236/mzie1235	sino1245	Mzieme Naga	nme	language	nme	25.4779	93.71	Eurasia
23985	zeme1240	tree/sino1245/kuki1245/zeme1241/nucl1313/mzie1236/zeme1240	sino1245	Zeme Naga	nzm	language	nzm	25.3499	93.6463	Eurasia
23988	rong1266	tree/sino1245/kuki1245/zeme1241/rong1266	sino1245	Rongmei Naga	nbu	language	nbu	25.098	93.7869	Eurasia
23990	than1255	tree/sino1245/kuki1245/zeme1241/than1255	sino1245	Thangal Naga	nki	language	nki	25.3472	93.8396	Eurasia
23993	koro1316	tree/sino1245/macr1268/koro1317/koro1316	sino1245	Koro	jkr	language	jkr	27.214804	92.633011	Eurasia
23994	mila1245	tree/sino1245/macr1268/koro1317/mila1245	sino1245	Milang	NOCODE_Milang	language		28.5539908	95.186127	Eurasia
23997	bori1243	tree/sino1245/macr1268/tani1259/east2361/bori1243	sino1245	Bori-Karko	adi	language	adi	27.62812	94.3538	Eurasia
24003	misi1242	tree/sino1245/macr1268/tani1259/east2361/misi1242	sino1245	Mising-Padam-Miri-Minyong	mrg	language	mrg	27.418	94.69	Eurasia
24010	damu1236	tree/sino1245/macr1268/tani1259/prew1234/damu1237/damu1236	sino1245	Damu	NOCODE_Damu	language		29.483	95.5	Eurasia
24012	tang1377	tree/sino1245/macr1268/tani1259/prew1234/damu1237/tang1377	sino1245	Tangam	NOCODE_Tangam	language		28.95	94.98	Eurasia
24014	apat1240	tree/sino1245/macr1268/tani1259/prew1234/west2797/apat1240	sino1245	Apatani	apt	language	apt	27.1933	93.7284	Eurasia
24015	boka1249	tree/sino1245/macr1268/tani1259/prew1234/west2797/boka1249	sino1245	Bokar-Ramo	NOCODE_Bokar	language		28.61433	94.066429	Eurasia
24021	naaa1245	tree/sino1245/macr1268/tani1259/prew1234/west2797/suba1255/bang1372/naaa1245	sino1245	Na	nbt	language	nbt	28.431524	93.248908	Eurasia
24023	tagi1241	tree/sino1245/macr1268/tani1259/prew1234/west2797/suba1255/bang1372/tagi1241	sino1245	Tagin	tgj	language	tgj	27.986064	94.221711	Eurasia
24024	galo1242	tree/sino1245/macr1268/tani1259/prew1234/west2797/suba1255/galo1242	sino1245	Galo	adl	language	adl	27.9805586	94.6884956	Eurasia
24025	nyis1236	tree/sino1245/macr1268/tani1259/prew1234/west2797/suba1255/nyis1236	sino1245	Nyishi-Hill Miri	njz	language	njz	27.278263	93.675529	Eurasia
24031	nort2724	tree/sino1245/macr1275/baic1239/nort2724	sino1245	Northern Bai	bfc	language	bfc	26.925	99.656	Eurasia
24039	cent2004	tree/sino1245/macr1275/baic1239/sout3254/cent2004	sino1245	Central Bai	bca	language	bca	26.1666	99.7052	Eurasia
24045	sout2730	tree/sino1245/macr1275/baic1239/sout3254/sout2730	sino1245	Southern Bai	bfs	language	bfs	25.519	100.289	Eurasia
24051	caij1234	tree/sino1245/macr1275/tali1265/caij1234	sino1245	Caijia	NOCODE_Caijia	language		27.284	105.292	Eurasia
24053	long1417	tree/sino1245/macr1275/tali1265/long1422/long1417	sino1245	Longjia	NOCODE_Longjia	language		26.4	105.233333	Eurasia
24054	lure1234	tree/sino1245/macr1275/tali1265/long1422/lure1234	sino1245	Luren	NOCODE_Luren	language		27.285	105.664	Eurasia
24056	bang1369	tree/sino1245/miji1239/bang1369	sino1245	Bangru	NOCODE_Bangru	language		27.95	93.15	Eurasia
24057	saja1240	tree/sino1245/miji1239/saja1240	sino1245	Sajolang	sjl	language	sjl	27.57952	92.77	Eurasia
24061	diga1241	tree/sino1245/mish1241/diga1241	sino1245	Tawra	mhu	language	mhu	28.4993	96.8803	Eurasia
24062	idum1241	tree/sino1245/mish1241/idum1241	sino1245	Idu	clk	language	clk	29.4473	95.6472	Eurasia
24066	anuu1241	tree/sino1245/mrui1235/anuu1241	sino1245	Anu-Hkongso	anl	language	anl	21.5	93.05	Eurasia
24069	mruu1242	tree/sino1245/mrui1235/mruu1242	sino1245	Mru	mro	language	mro	24.154	90.6317	Eurasia
24072	drun1238	tree/sino1245/nung1293/guno1235/drun1238	sino1245	Drung	duu	language	duu	28.00792	98.49449	Eurasia
24075	nung1282	tree/sino1245/nung1293/guno1235/nung1282	sino1245	Nung (Myanmar)	nun	language	nun	27.2887	98.7333	Eurasia
24082	rawa1265	tree/sino1245/nung1293/rawa1265	sino1245	Rawang	raw	language	raw	27.1027	97.0738	Eurasia
24098	olek1239	tree/sino1245/olek1239	sino1245	Olekha	ole	language	ole	27.2079	90.5546	Eurasia
24104	raji1240	tree/sino1245/raji1239/raji1240	sino1245	Raji	rji	language	rji	28.6151	81.577	Eurasia
24106	raut1239	tree/sino1245/raji1239/raut1240/raut1239	sino1245	Raute	rau	language	rau	28.9518	81.1617	Eurasia
24107	rawa1264	tree/sino1245/raji1239/raut1240/rawa1264	sino1245	Rawat	jnl	language	jnl	30.0742	80.8005	Eurasia
24110	lite1248	tree/sino1245/sini1245/clas1255/lite1248	sino1245	Classical Chinese	lzh	language	lzh	34.09	109.05	Eurasia
24112	ganc1239	tree/sino1245/sini1245/clas1255/midd1354/ganc1239	sino1245	Gan Chinese	gan	language	gan	27.9896	115.166	Eurasia
24121	hakk1236	tree/sino1245/sini1245/clas1255/midd1354/hakk1236	sino1245	Hakka Chinese	hak	language	hak	25.0	116.0	Eurasia
24143	midd1344	tree/sino1245/sini1245/clas1255/midd1354/midd1344	sino1245	Middle Chinese	ltc	language	ltc	34.27	108.9	Eurasia
24147	jiny1235	tree/sino1245/sini1245/clas1255/midd1354/nort3155/jiny1235	sino1245	Jinyu Chinese	cjy	language	cjy	38.8284	111.278	Eurasia
24152	daoh1239	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/daoh1239	sino1245	Daohua	NOCODE_Daohua	language		30.0325	101.007222	Eurasia
24153	hezh1244	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/hezh1244	sino1245	Hezhou	NOCODE_Hezhou	language		35.59	103.197	Eurasia
24154	mand1415	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/mand1415	sino1245	Mandarin Chinese	cmn	language	cmn	40.0209	116.228	Eurasia
24186	tang1373	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/tang1373	sino1245	Tangwang	NOCODE_Tangwang	language		35.803799	103.54273	Eurasia
24187	wutu1241	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/wutu1241	sino1245	Wutunhua	wuh	language	wuh	35.269	101.957	Eurasia
24189	dung1253	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/zhon1236/dung1253	sino1245	Dungan	dng	language	dng	42.7292	76.8382	Eurasia
24193	gang1272	tree/sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/zhon1236/gang1272	sino1245	Gangou	NOCODE_Gangou	language		35.55	102.43	Eurasia
24194	quji1234	tree/sino1245/sini1245/clas1255/midd1354/quji1234	sino1245	Qujiang Hakka-Shibei Shaoguan Tuhua	NOCODE_Qujiang-Hakka-Shibei-Shaoguan-Tuhua	language		24.816667	113.6	Eurasia
24196	huiz1242	tree/sino1245/sini1245/clas1255/midd1354/wuhu1234/huiz1242	sino1245	Hui Chinese	czh	language	czh	29.7646	118.232	Eurasia
24212	wuch1236	tree/sino1245/sini1245/clas1255/midd1354/wuhu1234/wuch1236	sino1245	Wu Chinese	wuu	language	wuu	29.8621	119.682	Eurasia
24242	xian1251	tree/sino1245/sini1245/clas1255/midd1354/xian1251	sino1245	Xiang Chinese	hsn	language	hsn	27.66847	111.47112	Eurasia
24267	nort3268	tree/sino1245/sini1245/clas1255/midd1354/yuep1234/ping1245/nort3268	sino1245	Northern Pinghua	cnp	language	cnp	25.218	110.045	Eurasia
24270	sout3250	tree/sino1245/sini1245/clas1255/midd1354/yuep1234/ping1245/sout3250	sino1245	Southern Pinghua	csp	language	csp	23.011	108.093	Eurasia
24274	yuec1235	tree/sino1245/sini1245/clas1255/midd1354/yuep1234/yuec1235	sino1245	Yue Chinese	yue	language	yue	23.0	113.0	Eurasia
24299	mind1253	tree/sino1245/sini1245/minn1248/coas1318/mind1253	sino1245	Min Dong Chinese	cdo	language	cdo	26.0	119.5	Eurasia
24302	minn1241	tree/sino1245/sini1245/minn1248/coas1318/minn1241	sino1245	Min Nan Chinese	nan	language	nan	24.5	118.17	Eurasia
24326	puxi1243	tree/sino1245/sini1245/minn1248/coas1318/puxi1243	sino1245	Pu-Xian Chinese	cpx	language	cpx	25.37	118.68	Eurasia
24330	minb1244	tree/sino1245/sini1245/minn1248/inla1267/minb1244	sino1245	Min Bei Chinese	mnp	language	mnp	27.05	118.32	Eurasia
24341	minz1235	tree/sino1245/sini1245/minn1248/inla1267/minz1235	sino1245	Min Zhong Chinese	czo	language	czo	26.0686	117.376	Eurasia
24342	oldc1244	tree/sino1245/sini1245/oldc1244	sino1245	Old Chinese	och	language	och	36.12	114.32	Eurasia
24345	waxi1236	tree/sino1245/sini1245/waxi1236	sino1245	Waxianghua	wxa	language	wxa	28.644	110.362	Eurasia
24347	namm1235	tree/sino1245/unun9951/namm1235	sino1245	Nam	NOCODE_Nam	language		36.11	99.43	Eurasia
24350	cata1286	tree/siou1252/cata1285/cata1286	siou1252	Catawba	chc	language	chc	34.9685	-80.8857	North America
24351	wocc1242	tree/siou1252/cata1285/wocc1242	siou1252	Woccon	xwc	language	xwc	35.379075	-77.985987	North America
24353	mand1446	tree/siou1252/core1249/mand1446	siou1252	Mandan	mhq	language	mhq	46.83	-101.0	North America
24355	crow1244	tree/siou1252/core1249/miss1252/crow1244	siou1252	Crow	cro	language	cro	45.368	-107.874	North America
24356	hida1246	tree/siou1252/core1249/miss1252/hida1246	siou1252	Hidatsa	hid	language	hid	47.33	-102.0	North America
24359	assi1247	tree/siou1252/core1249/miss1254/dako1257/assi1247	siou1252	Assiniboine	asb	language	asb	49.2923	-106.068	North America
24361	dako1258	tree/siou1252/core1249/miss1254/dako1257/siou1253/dako1258	siou1252	Dakota	dak	language	dak	45.86	-96.58	North America
24364	lako1247	tree/siou1252/core1249/miss1254/dako1257/siou1253/lako1247	siou1252	Lakota	lkt	language	lkt	46.3699	-103.95	North America
24366	ston1242	tree/siou1252/core1249/miss1254/dako1257/ston1242	siou1252	Stoney	sto	language	sto	51.1939	-114.984	North America
24370	omah1247	tree/siou1252/core1249/miss1254/dheg1241/omah1247	siou1252	Omaha-Ponca	oma	language	oma	42.0944	-96.5295	North America
24374	kans1243	tree/siou1252/core1249/miss1254/dheg1241/osag1244/kans1243	siou1252	Kansa	ksk	language	ksk	39.0	-94.4	North America
24375	osag1243	tree/siou1252/core1249/miss1254/dheg1241/osag1244/osag1243	siou1252	Osage	osa	language	osa	36.7828	-96.2949	North America
24376	quap1242	tree/siou1252/core1249/miss1254/dheg1241/quap1242	siou1252	Quapaw	qua	language	qua	34.15	-92.0	North America
24378	hoch1243	tree/siou1252/core1249/miss1254/winn1245/hoch1243	siou1252	Ho-Chunk	win	language	win	43.5	-88.5	North America
24381	iowa1245	tree/siou1252/core1249/miss1254/winn1245/iowa1245	siou1252	Iowa-Oto	iow	language	iow	40.0511	-95.5213	North America
24387	bilo1248	tree/siou1252/core1249/ohio1234/sout2988/bilo1248	siou1252	Biloxi	bll	language	bll	31.32	-89.1951	North America
24388	ofoo1242	tree/siou1252/core1249/ohio1234/sout2988/ofoo1242	siou1252	Ofo	ofo	language	ofo	30.43	-91.75	North America
24389	tute1247	tree/siou1252/core1249/ohio1234/tute1247	siou1252	Tutelo	tta	language	tta	37.67	-78.75	North America
24390	sius1254	tree/sius1254	sius1254	Siuslaw	sis	language	sis	42.5111	-124.379	North America
24392	kris1246	tree/skoo1245/kris1246	skoo1245	I'saka	ksi	language	ksi	-2.80084	141.303	Papunesia
24395	boun1246	tree/skoo1245/skou1238/lago1243/boun1246	skoo1245	Bouni-Bobe	suo	language	suo	-3.067293	141.932259	Papunesia
24398	unii1234	tree/skoo1245/skou1238/lago1243/unii1234	skoo1245	Uni	uni	language	uni	-3.09369	142.027703	Papunesia
24401	wara1302	tree/skoo1245/skou1238/lago1243/wara1302	skoo1245	Bauni	bpe	language	bpe	-3.07263	142.012	Papunesia
24405	puar1240	tree/skoo1245/skou1238/serr1253/puar1240	skoo1245	Puare	pux	language	pux	-2.90121	141.715	Papunesia
24407	rawo1244	tree/skoo1245/skou1238/serr1253/rawo1243/rawo1244	skoo1245	Rawo	rwa	language	rwa	-2.84201	141.603	Papunesia
24408	womo1238	tree/skoo1245/skou1238/serr1253/rawo1243/womo1238	skoo1245	Womo-Sumararu	wmx	language	wmx	-2.92	141.83	Papunesia
24413	leit1234	tree/skoo1245/skou1238/skou1239/east2892/leit1234	skoo1245	Leitre	NOCODE_Leitre	language		-2.83713	141.62092	Papunesia
24415	vani1248	tree/skoo1245/skou1238/skou1239/east2892/west2992/vani1248	skoo1245	Vanimo	vam	language	vam	-2.68501	141.258	Papunesia
24418	wutu1244	tree/skoo1245/skou1238/skou1239/east2892/west2992/wutu1244	skoo1245	Wutung	wut	language	wut	-2.64636	141.104	Papunesia
24425	nucl1634	tree/skoo1245/skou1238/skou1239/nucl1634	skoo1245	Skou	skv	language	skv	-2.64378	140.902	Papunesia
24427	momi1242	tree/soma1242/momi1242	soma1242	Momina	mmb	language	mmb	-4.812	139.821	Papunesia
24428	momu1241	tree/soma1242/momu1241	soma1242	Momuna	mqf	language	mqf	-5.04431	139.26	Papunesia
24431	humb1243	tree/song1307/east2431/humb1243	song1307	Humburi Senni Songhay	hmb	language	hmb	15.2948	-1.69301	Africa
24434	koyr1242	tree/song1307/east2431/koyr1242	song1307	Koyraboro Senni Songhai	ses	language	ses	16.9634	-0.55187	Africa
24435	tond1249	tree/song1307/east2431/tond1249	song1307	Tondi Songway Kiini	tst	language	tst	15.262989	-2.816163	Africa
24437	dend1243	tree/song1307/east2431/zarm1240/dend1243	song1307	Dendi (Benin)	ddn	language	ddn	11.6682	3.49109	Africa
24438	zarm1239	tree/song1307/east2431/zarm1240/zarm1239	song1307	Zarma	dje	language	dje	12.8554	2.41173	Africa
24444	koyr1240	tree/song1307/nort2822/koyr1240	song1307	Koyra Chiini Songhay	khq	language	khq	16.192	-3.73962	Africa
24448	kora1291	tree/song1307/nort2822/nort2823/kora1291	song1307	Korandje	kcy	language	kcy	29.4957	-2.48113	Africa
24449	tada1238	tree/song1307/nort2822/nort2823/tada1238	song1307	Tadaksahak	dsq	language	dsq	16.685	2.32653	Africa
24450	tagd1238	tree/song1307/nort2822/nort2823/tagd1238	song1307	Tagdal	tda	language	tda	16.1908	6.83992	Africa
24454	tasa1240	tree/song1307/nort2822/nort2823/tasa1240	song1307	Tasawaq	twq	language	twq	16.7814	6.92037	Africa
24456	brun1235	tree/sout1293/brun1235	sout1293	Bruny Island	xpz	language	xpz	-43.373112	147.247925	Australia
24457	sout1439	tree/sout1293/sout1439	sout1293	South-Eastern-Tasmanian-Hinterland	xpf	language	xpf	-42.988576	146.885376	Australia
24461	aran1237	tree/sout1516/east1439/kemb1251/aran1237	sout1516	Dombano	jbj	language	jbj	-2.08016	132.983	Papunesia
24465	kemb1235	tree/sout1516/east1439/kemb1251/kemb1235	sout1516	Kemberano	bzp	language	bzp	-2.24495	132.988	Papunesia
24468	koko1265	tree/sout1516/east1439/koko1265	sout1516	Kokoda	xod	language	xod	-2.12872	132.449	Papunesia
24472	kabu1249	tree/sout1516/kabu1249	sout1516	Kaburi	uka	language	uka	-1.92547	132.528	Papunesia
24473	kais1235	tree/sout1516/kais1235	sout1516	Kais	kzm	language	kzm	-1.78077	132.312	Papunesia
24474	pura1253	tree/sout1516/pura1253	sout1516	Puragi	pru	language	pru	-2.05779	132.304	Papunesia
24476	murr1258	tree/sout2772/murr1258	sout2772	Murriny Patha	mwf	language	mwf	-14.74852	129.70152	Australia
24480	nang1259	tree/sout2772/nang1259	sout2772	Nangikurrunggurr	nam	language	nam	-14.268	131.237	Australia
24486	aari1239	tree/sout2845/ahkk1235/aari1238/aari1239	sout2845	Aari	aiw	language	aiw	5.95034	36.5721	Africa
24487	gayi1237	tree/sout2845/ahkk1235/aari1238/gayi1237	sout2845	Gayil	gyl	language	gyl	6.15034	36.67211	Africa
24489	hame1242	tree/sout2845/ahkk1235/hame1241/hame1242	sout2845	Hamer-Banna	amf	language	amf	5.06515	36.5176	Africa
24490	karo1297	tree/sout2845/ahkk1235/hame1241/karo1297	sout2845	Karo (Ethiopia)	kxh	language	kxh	5.2101	36.1709	Africa
24491	dime1235	tree/sout2845/dime1235	sout2845	Dime	dim	language	dim	6.20951	36.3329	Africa
24495	tere1278	tree/sout2948/buin1247/buin1248/tere1278	sout2948	Terei	buo	language	buo	-6.70051	155.745	Papunesia
24496	uisa1238	tree/sout2948/buin1247/buin1248/uisa1238	sout2948	Uisai	uis	language	uis	-6.55533	155.706	Papunesia
24497	siwa1245	tree/sout2948/buin1247/siwa1245	sout2948	Siwai	siw	language	siw	-6.6429	155.452	Papunesia
24502	avai1234	tree/sout2948/nasi1247/nasi1248/sime1243/avai1234	sout2948	Avaipa	NOCODE_Avaipa	language		-6.211	155.39	Papunesia
24503	sime1242	tree/sout2948/nasi1247/nasi1248/sime1243/sime1242	sout2948	Simeku	smz	language	smz	-6.23022	155.423	Papunesia
24508	naas1242	tree/sout2948/nasi1247/nasi1248/sout3363/cent2394/naas1242	sout2948	Naasioi	nas	language	nas	-6.46022	155.632	Papunesia
24513	oung1239	tree/sout2948/nasi1247/nasi1248/sout3363/cent2394/oung1239	sout2948	Ounge	oue	language	oue	-6.36069	155.708	Papunesia
24515	daan1235	tree/sout2948/nasi1247/nasi1248/sout3363/sout3364/daan1235	sout2948	Daantanai'	lni	language	lni	-6.43363	155.748	Papunesia
24516	koro1313	tree/sout2948/nasi1247/nasi1248/sout3363/sout3364/koro1313	sout2948	Koromira	kqj	language	kqj	-6.39399	155.742	Papunesia
24519	sibe1248	tree/sout2948/nasi1247/sibe1248	sout2948	Sibe (Nasioi)	nco	language	nco	-6.43149	155.412	Papunesia
24522	agbi1234	tree/spee1234/atla1282/agbi1234	spee1234	Agbirigba	NOCODE_Agbirigba	language				Africa
24523	labi1244	tree/spee1234/atla1282/labi1244	spee1234	La'bi	lbi	language	lbi	7.85817	15.2895	Africa
24524	mede1238	tree/spee1234/atla1282/mede1238	spee1234	Medefidrin	dmf	language	dmf			Africa
24526	erro1240	tree/spee1234/basq1267/erro1240	spee1234	Erromintxela	emx	language	emx	43.17251	-1.46112	Eurasia
24528	adur1234	tree/spee1234/indo1335/adur1234	spee1234	Adurgari	NOCODE_Adurgari	language		33.79	69.32	Eurasia
24529	loma1235	tree/spee1234/indo1335/loma1235	spee1234	Lomavren	rmi	language	rmi	41.599419	44.094985	Eurasia
24530	ngat1248	tree/spee1234/indo1335/ngat1248	spee1234	Ngatik Men's Creole	ngm	language	ngm	5.78748	157.156112	Papunesia
24532	tavr1235	tree/spee1234/indo1335/scan1239/tavr1235	spee1234	Tavringer Romani	rmu	language	rmu	62.2313	14.4036	Eurasia
24533	trav1236	tree/spee1234/indo1335/scan1239/trav1236	spee1234	Traveller Norwegian	rmg	language	rmg	62.6217	9.48913	Eurasia
24534	sebs1234	tree/spee1234/indo1335/sebs1234	spee1234	Seb Seliyer	NOCODE_Seb-Seliyer	language				Eurasia
24535	trav1237	tree/spee1234/indo1335/trav1237	spee1234	Traveller Danish	rmd	language	rmd	55.5605	12.059	Eurasia
24536	tsot1242	tree/spee1234/indo1335/tsot1242	spee1234	Tsotsitaal	fly	language	fly	-25.8633	27.4955	Africa
24538	shel1236	tree/spee1234/iris1254/shel1236	spee1234	Shelta	sth	language	sth	53.7907	-7.73983	Eurasia
24540	call1235	tree/spee1234/quec1390/call1235	spee1234	Callawalla	caw	language	caw	-15.88451	-68.10176	South America
24542	camt1236	tree/spee1234/zulu1249/camt1236	spee1234	Camtho	cmt	language	cmt	-26.247	27.942	Africa
24543	suar1238	tree/suar1238	suar1238	Asabano	seo	language	seo	-4.95072	141.978	Papunesia
24547	arii1243	tree/suki1244/gogo1264/ariw1234/arii1243	suki1244	Ari	aac	language	aac	-7.95526	142.4	Papunesia
24548	waru1267	tree/suki1244/gogo1264/ariw1234/waru1267	suki1244	Waruna	wrv	language	wrv	-8.23565	142.47	Papunesia
24549	gogo1265	tree/suki1244/gogo1264/gogo1265	suki1244	Gogodala	ggw	language	ggw	-8.08527	142.874	Papunesia
24550	suki1245	tree/suki1244/suki1245	suki1244	Suki	sui	language	sui	-8.04783	141.842	Papunesia
24551	sulk1246	tree/sulk1246	sulk1246	Sulka	sua	language	sua	-5.03471	151.891	Papunesia
24552	sume1241	tree/sume1241	sume1241	Sumerian	sux	language	sux	31.3	45.6667	Eurasia
24554	maja1242	tree/surm1244/maja1242	surm1244	Majang	mpe	language	mpe	7.71	34.97	Africa
24557	kweg1241	tree/surm1244/sout2836/sout2837/kweg1241	surm1244	Kwegu	xwg	language	xwg	5.40416	36.1702	Africa
