glottocode	family
lomb1254	Central Sudanic [cent2225]
asoa1238	Central Sudanic [cent2225]
mang1394	Central Sudanic [cent2225]
bend1260	Central Sudanic [cent2225]
efee1239	Central Sudanic [cent2225]
lese1243	Central Sudanic [cent2225]
mvub1239	Central Sudanic [cent2225]
mamv1243	Central Sudanic [cent2225]
mang1396	Central Sudanic [cent2225]
ndoo1242	Central Sudanic [cent2225]
birr1240	Central Sudanic [cent2225]
arin1244	Central Sudanic [cent2225]
avok1242	Central Sudanic [cent2225]
keli1248	Central Sudanic [cent2225]
omii1238	Central Sudanic [cent2225]
logo1259	Central Sudanic [cent2225]
lugb1240	Central Sudanic [cent2225]
moru1253	Central Sudanic [cent2225]
madi1260	Central Sudanic [cent2225]
olub1238	Central Sudanic [cent2225]
sout2828	Central Sudanic [cent2225]
bong1285	Central Sudanic [cent2225]
baka1274	Central Sudanic [cent2225]
beli1257	Central Sudanic [cent2225]
mitt1253	Central Sudanic [cent2225]
moda1242	Central Sudanic [cent2225]
moro1284	Central Sudanic [cent2225]
jurm1239	Central Sudanic [cent2225]
nyam1279	Central Sudanic [cent2225]
gula1266	Central Sudanic [cent2225]
kara1482	Central Sudanic [cent2225]
luto1241	Central Sudanic [cent2225]
vale1250	Central Sudanic [cent2225]
bagi1246	Central Sudanic [cent2225]
keng1240	Central Sudanic [cent2225]
gula1269	Central Sudanic [cent2225]
moro1281	Central Sudanic [cent2225]
jaya1242	Central Sudanic [cent2225]
bera1261	Central Sudanic [cent2225]
naba1253	Central Sudanic [cent2225]
gula1268	Central Sudanic [cent2225]
horo1247	Central Sudanic [cent2225]
sarr1246	Central Sudanic [cent2225]
kaba1281	Central Sudanic [cent2225]
laka1254	Central Sudanic [cent2225]
ngam1268	Central Sudanic [cent2225]
bedj1245	Central Sudanic [cent2225]
gorr1238	Central Sudanic [cent2225]
mang1398	Central Sudanic [cent2225]
dagb1248	Central Sudanic [cent2225]
mbay1241	Central Sudanic [cent2225]
ngam1269	Central Sudanic [cent2225]
furu1242	Central Sudanic [cent2225]
sara1319	Central Sudanic [cent2225]
sara1321	Central Sudanic [cent2225]
sara1322	Central Sudanic [cent2225]
disa1239	Central Sudanic [cent2225]
kulf1238	Central Sudanic [cent2225]
yulu1243	Central Sudanic [cent2225]
siny1243	Central Sudanic [cent2225]
iten1243	Chapacuran [chap1271]
kuyu1236	Chapacuran [chap1271]
tora1263	Chapacuran [chap1271]
urup1245	Chapacuran [chap1271]
yaru1257	Chapacuran [chap1271]
wany1246	Chapacuran [chap1271]
orow1243	Chapacuran [chap1271]
wari1268	Chapacuran [chap1271]
chap1269	Chapacuran [chap1271]
kite1237	Chapacuran [chap1271]
nape1237	Chapacuran [chap1271]
roco1235	Chapacuran [chap1271]
chan1296	Charruan [char1238]
char1240	Charruan [char1238]
guen1235	Charruan [char1238]
chan1324	Chibchan [chib1249]
dora1242	Chibchan [chib1249]
bugl1243	Chibchan [chib1249]
ngab1239	Chibchan [chib1249]
bord1248	Chibchan [chib1249]
sanb1242	Chibchan [chib1249]
boru1252	Chibchan [chib1249]
teri1250	Chibchan [chib1249]
brib1243	Chibchan [chib1249]
cabe1245	Chibchan [chib1249]
cogu1240	Chibchan [chib1249]
arhu1242	Chibchan [chib1249]
kank1244	Chibchan [chib1249]
mala1522	Chibchan [chib1249]
chim1309	Chibchan [chib1249]
bari1297	Chibchan [chib1249]
chib1270	Chibchan [chib1249]
duit1239	Chibchan [chib1249]
ango1257	Chibchan [chib1249]
barr1251	Chibchan [chib1249]
cent2150	Chibchan [chib1249]
west2651	Chibchan [chib1249]
anti1242	Chibchan [chib1249]
huet1235	Chibchan [chib1249]
male1297	Chibchan [chib1249]
rama1270	Chibchan [chib1249]
pech1241	Chibchan [chib1249]
chim1301	None
chim1310	Chimakuan [chim1311]
quil1240	Chimakuan [chim1311]
kath1253	Chinookan [chin1490]
chin1272	Chinookan [chin1490]
chin1286	Chinookan [chin1490]
wasc1239	Chinookan [chin1490]
chiq1248	Chiquitano [chiq1253]
sanm1288	Chiquitano [chiq1253]
chit1248	None
embe1260	Chocoan [choc1280]
embe1259	Chocoan [choc1280]
nort2972	Chocoan [choc1280]
epen1239	Chocoan [choc1280]
embe1261	Chocoan [choc1280]
embe1262	Chocoan [choc1280]
anse1238	Chocoan [choc1280]
cara1271	Chocoan [choc1280]
woun1238	Chocoan [choc1280]
chon1248	None
tehu1242	Chonan [chon1288]
teus1236	Chonan [chon1288]
haus1240	Chonan [chon1288]
onaa1245	Chonan [chon1288]
chuk1273	Chukotko-Kamchatkan [chuk1271]
alut1245	Chukotko-Kamchatkan [chuk1271]
kere1280	Chukotko-Kamchatkan [chuk1271]
kory1246	Chukotko-Kamchatkan [chuk1271]
east2812	Chukotko-Kamchatkan [chuk1271]
itel1242	Chukotko-Kamchatkan [chuk1271]
sout3274	Chukotko-Kamchatkan [chuk1271]
obis1242	Chumashan [chum1262]
barb1263	Chumashan [chum1262]
ines1240	Chumashan [chum1262]
puri1259	Chumashan [chum1262]
vent1242	Chumashan [chum1262]
cruz1243	Chumashan [chum1262]
coah1252	None
coch1272	Cochimi-Yuman [coch1271]
robi1235	Cochimi-Yuman [coch1271]
coco1261	Cochimi-Yuman [coch1271]
ipai1240	Cochimi-Yuman [coch1271]
kumi1248	Cochimi-Yuman [coch1271]
kwat1246	Cochimi-Yuman [coch1271]
hava1248	Cochimi-Yuman [coch1271]
paip1241	Cochimi-Yuman [coch1271]
mari1440	Cochimi-Yuman [coch1271]
moha1256	Cochimi-Yuman [coch1271]
quec1382	Cochimi-Yuman [coch1271]
kili1268	Cochimi-Yuman [coch1271]
cofa1242	None
come1251	None
coos1249	Coosan [coos1248]
milu1241	Coosan [coos1248]
coto1248	None
cuit1236	None
cull1235	None
dima1252	Dagan [daga1274]
maiw1251	Dagan [daga1274]
daga1275	Dagan [daga1274]
mape1250	Dagan [daga1274]
onjo1240	Dagan [daga1274]
ginu1240	Dagan [daga1274]
kana1288	Dagan [daga1274]
tura1265	Dagan [daga1274]
uman1240	Dagan [daga1274]
logo1261	Dajuic [daju1249]
shat1244	Dajuic [daju1249]
dard1243	Dajuic [daju1249]
dars1235	Dajuic [daju1249]
njal1239	Dajuic [daju1249]
bayg1239	Dajuic [daju1249]
darf1239	Dajuic [daju1249]
dama1272	None
demm1245	None
dibi1240	None
dizi1235	Dizoid [dizo1235]
nayi1243	Dizoid [dizo1235]
shek1245	Dizoid [dizo1235]
donn1239	Dogon [dogo1299]
tomm1242	Dogon [dogo1299]
toro1252	Dogon [dogo1299]
bank1259	Dogon [dogo1299]
bent1238	Dogon [dogo1299]
nang1261	Dogon [dogo1299]
dogu1235	Dogon [dogo1299]
bond1248	Dogon [dogo1299]
tebu1239	Dogon [dogo1299]
anat1248	Dogon [dogo1299]
yand1257	Dogon [dogo1299]
jams1239	Dogon [dogo1299]
toro1253	Dogon [dogo1299]
tene1248	Dogon [dogo1299]
tomo1243	Dogon [dogo1299]
ampa1238	Dogon [dogo1299]
buno1241	Dogon [dogo1299]
momb1254	Dogon [dogo1299]
pena1270	Dogon [dogo1299]
tira1258	Dogon [dogo1299]
doso1239	Doso-Turumsa [doso1238]
turu1250	Doso-Turumsa [doso1238]
nort2699	Dravidian [drav1251]
sout1549	Dravidian [drav1251]
duru1236	Dravidian [drav1251]
mudh1235	Dravidian [drav1251]
pott1240	Dravidian [drav1251]
brah1256	Dravidian [drav1251]
kuru1301	Dravidian [drav1251]
kuma1274	Dravidian [drav1251]
saur1249	Dravidian [drav1251]
bada1257	Dravidian [drav1251]
aluk1238	Dravidian [drav1251]
bett1235	Dravidian [drav1251]
holi1239	Dravidian [drav1251]
jenn1240	Dravidian [drav1251]
nucl1305	Dravidian [drav1251]
oldk1250	Dravidian [drav1251]
maun1243	Dravidian [drav1251]
shol1240	Dravidian [drav1251]
kota1263	Dravidian [drav1251]
irul1243	Dravidian [drav1251]
atta1243	Dravidian [drav1251]
mudu1239	Dravidian [drav1251]
koda1255	Dravidian [drav1251]
alla1247	Dravidian [drav1251]
aran1261	Dravidian [drav1251]
kada1242	Dravidian [drav1251]
kala1255	Dravidian [drav1251]
kund1253	Dravidian [drav1251]
path1235	Dravidian [drav1251]
kani1275	Dravidian [drav1251]
kuri1256	Dravidian [drav1251]
mala1459	Dravidian [drav1251]
mala1463	Dravidian [drav1251]
mala1464	Dravidian [drav1251]
mala1466	Dravidian [drav1251]
mull1244	Dravidian [drav1251]
pani1256	Dravidian [drav1251]
ravu1237	Dravidian [drav1251]
thac1235	Dravidian [drav1251]
ulla1237	Dravidian [drav1251]
vish1243	Dravidian [drav1251]
waya1264	Dravidian [drav1251]
mala1457	Dravidian [drav1251]
mala1468	Dravidian [drav1251]
erav1242	Dravidian [drav1251]
mala1458	Dravidian [drav1251]
mann1246	Dravidian [drav1251]
muth1236	Dravidian [drav1251]
oldt1248	Dravidian [drav1251]
pali1274	Dravidian [drav1251]
tami1289	Dravidian [drav1251]
kaik1244	Dravidian [drav1251]
patt1247	Dravidian [drav1251]
yeru1240	Dravidian [drav1251]
kakk1234	Dravidian [drav1251]
ural1274	Dravidian [drav1251]
toda1252	Dravidian [drav1251]
bell1261	Dravidian [drav1251]
korr1238	Dravidian [drav1251]
mudu1241	Dravidian [drav1251]
kudi1237	Dravidian [drav1251]
tulu1258	Dravidian [drav1251]
nort2702	Dravidian [drav1251]
east2340	Dravidian [drav1251]
west2408	Dravidian [drav1251]
aher1237	Dravidian [drav1251]
farw1235	Dravidian [drav1251]
utno1237	Dravidian [drav1251]
dand1238	Dravidian [drav1251]
koya1251	Dravidian [drav1251]
mari1414	Dravidian [drav1251]
kond1295	Dravidian [drav1251]
kuii1252	Dravidian [drav1251]
kuvi1243	Dravidian [drav1251]
mand1413	Dravidian [drav1251]
peng1244	Dravidian [drav1251]
chen1255	Dravidian [drav1251]
mukh1238	Dravidian [drav1251]
oldt1249	Dravidian [drav1251]
telu1262	Dravidian [drav1251]
wadd1237	Dravidian [drav1251]
khir1237	Dravidian [drav1251]
duna1248	None
mani1235	East Bird's Head [east1459]
meya1236	East Bird's Head [east1459]
mosk1236	East Bird's Head [east1459]
kamu1258	Eastern Daly [east2374]
madn1237	Eastern Daly [east2374]
akaa1242	Eastern Jebel [east2386]
kelo1246	Eastern Jebel [east2386]
molo1257	Eastern Jebel [east2386]
gaam1241	Eastern Jebel [east2386]
femb1238	East Strickland [east2433]
kona1242	East Strickland [east2433]
goba1246	East Strickland [east2433]
kubo1242	East Strickland [east2433]
samo1303	East Strickland [east2433]
odoo1238	East Strickland [east2433]
fiwa1240	East Kutubu [east2499]
foii1241	East Kutubu [east2499]
bine1240	Eastern Trans-Fly [east2503]
gizr1240	Eastern Trans-Fly [east2503]
meri1244	Eastern Trans-Fly [east2503]
wipi1242	Eastern Trans-Fly [east2503]
elam1244	None
else1239	None
aleu1260	Eskimo-Aleut [eski1264]
medn1235	Eskimo-Aleut [eski1264]
east2534	Eskimo-Aleut [eski1264]
kala1399	Eskimo-Aleut [eski1264]
tunu1234	Eskimo-Aleut [eski1264]
nort2943	Eskimo-Aleut [eski1264]
nort2945	Eskimo-Aleut [eski1264]
west2618	Eskimo-Aleut [eski1264]
sire1246	Eskimo-Aleut [eski1264]
cent2127	Eskimo-Aleut [eski1264]
cent2128	Eskimo-Aleut [eski1264]
nauk1242	Eskimo-Aleut [eski1264]
paci1278	Eskimo-Aleut [eski1264]
esse1238	None
etru1241	None
fasu1242	None
fuln1247	None
amda1238	Furan [fura1235]
furr1244	Furan [fura1235]
fuyu1242	None
gaga1251	None
gara1269	Garrwan [garr1260]
wany1247	Garrwan [garr1260]
bara1375	Geelvink Bay [geel1240]
kofe1239	Geelvink Bay [geel1240]
saur1251	Geelvink Bay [geel1240]
bauz1241	Geelvink Bay [geel1240]
bura1276	Geelvink Bay [geel1240]
tung1293	Geelvink Bay [geel1240]
demi1242	Geelvink Bay [geel1240]
nisa1239	Geelvink Bay [geel1240]
tefa1238	Geelvink Bay [geel1240]
wori1246	Geelvink Bay [geel1240]
mang1382	Giimbiyu [giim1238]
erre1238	Giimbiyu [giim1238]
urni1239	Giimbiyu [giim1238]
benc1235	Ta-Ne-Omotic [gong1255]
anfi1235	Ta-Ne-Omotic [gong1255]
boro1277	Ta-Ne-Omotic [gong1255]
kafa1242	Ta-Ne-Omotic [gong1255]
shek1244	Ta-Ne-Omotic [gong1255]
char1269	Ta-Ne-Omotic [gong1255]
kach1284	Ta-Ne-Omotic [gong1255]
koor1239	Ta-Ne-Omotic [gong1255]
zays1235	Ta-Ne-Omotic [gong1255]
bask1236	Ta-Ne-Omotic [gong1255]
dawr1236	Ta-Ne-Omotic [gong1255]
gamo1243	Ta-Ne-Omotic [gong1255]
gofa1235	Ta-Ne-Omotic [gong1255]
dorz1235	Ta-Ne-Omotic [gong1255]
melo1242	Ta-Ne-Omotic [gong1255]
oyda1235	Ta-Ne-Omotic [gong1255]
wola1242	Ta-Ne-Omotic [gong1255]
male1284	Ta-Ne-Omotic [gong1255]
yems1235	Ta-Ne-Omotic [gong1255]
okoj1239	Great Andamanese [grea1241]
akak1253	Great Andamanese [grea1241]
apuc1241	Great Andamanese [grea1241]
akak1252	Great Andamanese [grea1241]
akab1248	Great Andamanese [grea1241]
akac1240	Great Andamanese [grea1241]
akaj1239	Great Andamanese [grea1241]
akak1251	Great Andamanese [grea1241]
akab1249	Great Andamanese [grea1241]
akar1243	Great Andamanese [grea1241]
guac1239	None
guay1257	Guahiboan [guah1252]
cuib1242	Guahiboan [guah1252]
guah1255	Guahiboan [guah1252]
play1240	Guahiboan [guah1252]
maca1259	Guahiboan [guah1252]
guai1237	None
abip1241	Guaicuruan [guai1249]
moco1246	Guaicuruan [guai1249]
pila1245	Guaicuruan [guai1249]
toba1269	Guaicuruan [guai1249]
kadi1248	Guaicuruan [guai1249]
guam1236	None
guat1253	None
gule1241	None
daat1234	Gumuz [gumu1250]
sout3236	Gumuz [gumu1250]
gumu1244	Gumuz [gumu1250]
ngan1295	Gunwinyguan [gunw1250]
anin1240	Gunwinyguan [gunw1250]
nung1290	Gunwinyguan [gunw1250]
gunw1252	Gunwinyguan [gunw1250]
ngal1293	Gunwinyguan [gunw1250]
remb1249	Gunwinyguan [gunw1250]
kunb1251	Gunwinyguan [gunw1250]
ngal1292	Gunwinyguan [gunw1250]
djau1244	Gunwinyguan [gunw1250]
wulw1234	Gunwinyguan [gunw1250]
uwin1234	Gunwinyguan [gunw1250]
wara1290	Gunwinyguan [gunw1250]
guri1248	None
hadz1240	None
nort2938	Haida [haid1248]
sout2956	Haida [haid1248]
amar1274	Harakmbut [hara1260]
huac1244	Harakmbut [hara1260]
hata1243	Hatam-Mansim [hata1242]
mans1260	Hatam-Mansim [hata1242]
hatt1246	None
kooo1244	Heibanic [heib1242]
warn1244	Heibanic [heib1242]
heib1243	Heibanic [heib1242]
laro1243	Heibanic [heib1242]
logo1262	Heibanic [heib1242]
otor1240	Heibanic [heib1242]
koal1240	Heibanic [heib1242]
shwa1239	Heibanic [heib1242]
moro1285	Heibanic [heib1242]
tira1254	Heibanic [heib1242]
chol1284	Hibito-Cholon [hibi1242]
hibi1243	Hibito-Cholon [hibi1242]
pana1310	Hmong-Mien [hmon1336]
shee1238	Hmong-Mien [hmon1336]
jion1236	Hmong-Mien [hmon1336]
east2370	Hmong-Mien [hmon1336]
nort2747	Hmong-Mien [hmon1336]
name1237	Hmong-Mien [hmon1336]
sout2754	Hmong-Mien [hmon1336]
east2371	Hmong-Mien [hmon1336]
west2430	Hmong-Mien [hmon1336]
buna1273	Hmong-Mien [hmon1336]
naog1238	Hmong-Mien [hmon1336]
numa1251	Hmong-Mien [hmon1336]
hmon1331	Hmong-Mien [hmon1336]
hmon1333	Hmong-Mien [hmon1336]
horn1235	Hmong-Mien [hmon1336]
hmon1264	Hmong-Mien [hmon1336]
nort3244	Hmong-Mien [hmon1336]
hmon1263	Hmong-Mien [hmon1336]
hmon1332	Hmong-Mien [hmon1336]
smal1236	Hmong-Mien [hmon1336]
geee1239	Hmong-Mien [hmon1336]
nort1545	Hmong-Mien [hmon1336]
sout1555	Hmong-Mien [hmon1336]
sout2756	Hmong-Mien [hmon1336]
cent2013	Hmong-Mien [hmon1336]
east2372	Hmong-Mien [hmon1336]
nort2749	Hmong-Mien [hmon1336]
sout2755	Hmong-Mien [hmon1336]
larg1235	Hmong-Mien [hmon1336]
luop1235	Hmong-Mien [hmon1336]
cent1394	Hmong-Mien [hmon1336]
nort1546	Hmong-Mien [hmon1336]
sout1556	Hmong-Mien [hmon1336]
west1507	Hmong-Mien [hmon1336]
pahn1237	Hmong-Mien [hmon1336]
wuna1248	Hmong-Mien [hmon1336]
youn1235	Hmong-Mien [hmon1336]
biao1254	Hmong-Mien [hmon1336]
biao1256	Hmong-Mien [hmon1336]
iumi1238	Hmong-Mien [hmon1336]
kimm1245	Hmong-Mien [hmon1336]
dzao1238	Hmong-Mien [hmon1336]
yang1310	Hmong-Mien [hmon1336]
hrus1242	None
alle1238	Huarpean [huar1251]
mill1237	Huarpean [huar1251]
sand1278	Huavean [huav1256]
sanm1287	Huavean [huav1256]
sanf1258	Huavean [huav1256]
sant1422	Huavean [huav1256]
nonu1241	Huitotoan [huit1251]
ocai1244	Huitotoan [huit1251]
mini1256	Huitotoan [huit1251]
muru1274	Huitotoan [huit1251]
nupo1240	Huitotoan [huit1251]
ando1254	Huitotoan [huit1251]
coer1236	Huitotoan [huit1251]
hurr1240	Hurro-Urartian [hurr1239]
urar1245	Hurro-Urartian [hurr1239]
iber1250	None
defa1248	Ijoid [ijoi1239]
iban1261	Ijoid [ijoi1239]
kala1381	Ijoid [ijoi1239]
kiri1254	Ijoid [ijoi1239]
nkor1239	Ijoid [ijoi1239]
sout2774	Ijoid [ijoi1239]
bise1238	Ijoid [ijoi1239]
okod1238	Ijoid [ijoi1239]
orum1241	Ijoid [ijoi1239]
izon1238	Ijoid [ijoi1239]
duri1243	South Bird's Head [sout3418]
suab1238	South Bird's Head [sout3418]
hitt1242	Indo-European [indo1319]
cune1239	Indo-European [indo1319]
hier1240	Indo-European [indo1319]
lyci1241	Indo-European [indo1319]
side1240	Indo-European [indo1319]
cari1274	Indo-European [indo1319]
mily1238	Indo-European [indo1319]
pisi1234	Indo-European [indo1319]
pala1331	Indo-European [indo1319]
lydi1241	Indo-European [indo1319]
arbe1236	Indo-European [indo1319]
arva1236	Indo-European [indo1319]
tosk1239	Indo-European [indo1319]
gheg1238	Indo-European [indo1319]
clas1249	Indo-European [indo1319]
homs1234	Indo-European [indo1319]
nucl1235	Indo-European [indo1319]
latv1249	Indo-European [indo1319]
lith1251	Indo-European [indo1319]
prus1238	Indo-European [indo1319]
bela1254	Indo-European [indo1319]
oldr1238	Indo-European [indo1319]
russ1263	Indo-European [indo1319]
rusy1239	Indo-European [indo1319]
ukra1253	Indo-European [indo1319]
chur1257	Indo-European [indo1319]
bulg1262	Indo-European [indo1319]
mace1250	Indo-European [indo1319]
kajk1237	Indo-European [indo1319]
slav1254	Indo-European [indo1319]
slov1268	Indo-European [indo1319]
sout1528	Indo-European [indo1319]
czec1258	Indo-European [indo1319]
slov1269	Indo-European [indo1319]
kash1274	Indo-European [indo1319]
pola1255	Indo-European [indo1319]
poli1260	Indo-European [indo1319]
sile1253	Indo-European [indo1319]
lowe1385	Indo-European [indo1319]
uppe1395	Indo-European [indo1319]
celt1247	Indo-European [indo1319]
cisa1237	Indo-European [indo1319]
lepo1240	Indo-European [indo1319]
tran1282	Indo-European [indo1319]
gala1252	Indo-European [indo1319]
nori1240	Indo-European [indo1319]
oldw1239	Indo-European [indo1319]
wels1247	Indo-European [indo1319]
bret1244	Indo-European [indo1319]
corn1251	Indo-European [indo1319]
manx1243	Indo-European [indo1319]
scot1245	Indo-European [indo1319]
iris1253	Indo-European [indo1319]
oldi1245	Indo-European [indo1319]
crim1255	Indo-European [indo1319]
goth1244	Indo-European [indo1319]
dale1238	Indo-European [indo1319]
east2303	Indo-European [indo1319]
esto1259	Indo-European [indo1319]
swed1254	Indo-European [indo1319]
gutn1238	Indo-European [indo1319]
arch1246	Indo-European [indo1319]
jamt1238	Indo-European [indo1319]
dani1285	Indo-European [indo1319]
juti1236	Indo-European [indo1319]
scan1238	Indo-European [indo1319]
faro1244	Indo-European [indo1319]
icel1247	Indo-European [indo1319]
norw1258	Indo-European [indo1319]
oldn1244	Indo-European [indo1319]
olde1239	Indo-European [indo1319]
east2295	Indo-European [indo1319]
lowe1388	Indo-European [indo1319]
wymy1235	Indo-European [indo1319]
uppe1400	Indo-European [indo1319]
luxe1241	Indo-European [indo1319]
kols1241	Indo-European [indo1319]
limb1263	Indo-European [indo1319]
pala1330	Indo-European [indo1319]
penn1240	Indo-European [indo1319]
riog1239	Indo-European [indo1319]
midd1343	Indo-European [indo1319]
colo1254	Indo-European [indo1319]
swab1242	Indo-European [indo1319]
swis1247	Indo-European [indo1319]
wals1238	Indo-European [indo1319]
bava1246	Indo-European [indo1319]
cimb1238	Indo-European [indo1319]
hutt1235	Indo-European [indo1319]
moch1255	Indo-European [indo1319]
stan1295	Indo-European [indo1319]
unse1236	Indo-European [indo1319]
main1267	Indo-European [indo1319]
west2361	Indo-European [indo1319]
oldh1241	Indo-European [indo1319]
midd1321	Indo-European [indo1319]
afri1274	Indo-European [indo1319]
oorl1238	Indo-European [indo1319]
dutc1256	Indo-European [indo1319]
javi1237	Indo-European [indo1319]
petj1238	Indo-European [indo1319]
vlaa1240	Indo-European [indo1319]
berb1259	Indo-European [indo1319]
nege1244	Indo-European [indo1319]
skep1238	Indo-European [indo1319]
zeeu1238	Indo-European [indo1319]
oldd1237	Indo-European [indo1319]
nort2627	Indo-European [indo1319]
plau1238	Indo-European [indo1319]
east2290	Indo-European [indo1319]
gron1242	Indo-European [indo1319]
nort2628	Indo-European [indo1319]
west2356	Indo-European [indo1319]
midd1318	Indo-European [indo1319]
olds1250	Indo-European [indo1319]
east2834	Indo-European [indo1319]
baja1265	Indo-European [indo1319]
creo1235	Indo-European [indo1319]
trin1276	Indo-European [indo1319]
virg1240	Indo-European [indo1319]
anti1245	Indo-European [indo1319]
afro1254	Indo-European [indo1319]
baha1260	Indo-European [indo1319]
turk1310	Indo-European [indo1319]
gull1241	Indo-European [indo1319]
gren1247	Indo-European [indo1319]
toba1282	Indo-European [indo1319]
vinc1243	Indo-European [indo1319]
jama1262	Indo-European [indo1319]
limo1249	Indo-European [indo1319]
beli1260	Indo-European [indo1319]
nica1252	Indo-European [indo1319]
sana1297	Indo-European [indo1319]
sara1340	Indo-European [indo1319]
sran1240	Indo-European [indo1319]
kwin1243	Indo-European [indo1319]
ndyu1242	Indo-European [indo1319]
ghan1244	Indo-European [indo1319]
came1254	Indo-European [indo1319]
nige1257	Indo-European [indo1319]
fern1234	Indo-European [indo1319]
krio1253	Indo-European [indo1319]
bisl1239	Indo-European [indo1319]
piji1239	Indo-European [indo1319]
tokp1240	Indo-European [indo1319]
torr1261	Indo-European [indo1319]
hawa1247	Indo-European [indo1319]
krio1252	Indo-European [indo1319]
pitc1234	Indo-European [indo1319]
stan1293	Indo-European [indo1319]
midd1317	Indo-European [indo1319]
scot1243	Indo-European [indo1319]
olde1238	Indo-European [indo1319]
hind1273	Indo-European [indo1319]
schi1234	Indo-European [indo1319]
ters1236	Indo-European [indo1319]
west2354	Indo-European [indo1319]
nort2626	Indo-European [indo1319]
oldf1241	Indo-European [indo1319]
sate1242	Indo-European [indo1319]
anci1242	Indo-European [indo1319]
medi1251	Indo-European [indo1319]
apul1236	Indo-European [indo1319]
cypr1249	Indo-European [indo1319]
mode1248	Indo-European [indo1319]
roma1240	Indo-European [indo1319]
capp1239	Indo-European [indo1319]
pont1253	Indo-European [indo1319]
yeva1238	Indo-European [indo1319]
myce1241	Indo-European [indo1319]
anci1249	Indo-European [indo1319]
tsak1248	Indo-European [indo1319]
phry1239	Indo-European [indo1319]
dame1241	Indo-European [indo1319]
gawa1247	Indo-European [indo1319]
gran1245	Indo-European [indo1319]
shum1235	Indo-European [indo1319]
kala1372	Indo-European [indo1319]
khow1242	Indo-European [indo1319]
bhat1265	Indo-European [indo1319]
bhun1242	Indo-European [indo1319]
halb1244	Indo-European [indo1319]
kama1350	Indo-European [indo1319]
naha1262	Indo-European [indo1319]
beng1280	Indo-European [indo1319]
bish1244	Indo-European [indo1319]
hajo1238	Indo-European [indo1319]
sylh1242	Indo-European [indo1319]
khar1283	Indo-European [indo1319]
lodh1246	Indo-European [indo1319]
malp1246	Indo-European [indo1319]
rohi1238	Indo-European [indo1319]
chak1266	Indo-European [indo1319]
chit1275	Indo-European [indo1319]
noak1234	Indo-European [indo1319]
tang1330	Indo-European [indo1319]
kurm1243	Indo-European [indo1319]
assa1263	Indo-European [indo1319]
naga1394	Indo-European [indo1319]
rang1265	Indo-European [indo1319]
rajb1243	Indo-European [indo1319]
surj1235	Indo-European [indo1319]
adiv1239	Indo-European [indo1319]
bodo1266	Indo-European [indo1319]
kupi1238	Indo-European [indo1319]
oriy1255	Indo-European [indo1319]
reli1238	Indo-European [indo1319]
samb1325	Indo-European [indo1319]
pais1238	Indo-European [indo1319]
panj1256	Indo-European [indo1319]
sans1271	Indo-European [indo1319]
nort2662	Indo-European [indo1319]
sout2668	Indo-European [indo1319]
jaka1245	Indo-European [indo1319]
sera1259	Indo-European [indo1319]
paha1251	Indo-European [indo1319]
sira1263	Indo-European [indo1319]
west2386	Indo-European [indo1319]
khet1238	Indo-European [indo1319]
jadg1238	Indo-European [indo1319]
lasi1242	Indo-European [indo1319]
kach1277	Indo-European [indo1319]
sind1272	Indo-European [indo1319]
khol1241	Indo-European [indo1319]
luwa1238	Indo-European [indo1319]
memo1238	Indo-European [indo1319]
sind1270	Indo-European [indo1319]
maha1305	Indo-European [indo1319]
katk1238	Indo-European [indo1319]
goan1235	Indo-European [indo1319]
mara1378	Indo-European [indo1319]
samv1238	Indo-European [indo1319]
varh1239	Indo-European [indo1319]
varl1238	Indo-European [indo1319]
konk1267	Indo-European [indo1319]
phud1238	Indo-European [indo1319]
oldm1244	Indo-European [indo1319]
dubl1239	Indo-European [indo1319]
guja1252	Indo-European [indo1319]
saur1248	Indo-European [indo1319]
aerr1238	Indo-European [indo1319]
kach1272	Indo-European [indo1319]
vagh1246	Indo-European [indo1319]
wadi1248	Indo-European [indo1319]
bagr1243	Indo-European [indo1319]
jand1246	Indo-European [indo1319]
dhun1238	Indo-European [indo1319]
hado1235	Indo-European [indo1319]
merw1238	Indo-European [indo1319]
gade1236	Indo-European [indo1319]
kanj1259	Indo-European [indo1319]
mewa1249	Indo-European [indo1319]
godw1241	Indo-European [indo1319]
guja1253	Indo-European [indo1319]
marw1260	Indo-European [indo1319]
mewa1250	Indo-European [indo1319]
pary1242	Indo-European [indo1319]
shek1243	Indo-European [indo1319]
kabu1254	Indo-European [indo1319]
bhay1238	Indo-European [indo1319]
goar1239	Indo-European [indo1319]
dhat1238	Indo-European [indo1319]
marw1256	Indo-European [indo1319]
oddd1238	Indo-European [indo1319]
park1237	Indo-European [indo1319]
lamb1269	Indo-European [indo1319]
midd1350	Indo-European [indo1319]
baur1251	Indo-European [indo1319]
bhil1251	Indo-European [indo1319]
chod1238	Indo-European [indo1319]
dhod1238	Indo-European [indo1319]
dung1251	Indo-European [indo1319]
gami1242	Indo-European [indo1319]
adiw1235	Indo-European [indo1319]
rajp1235	Indo-European [indo1319]
malv1243	Indo-European [indo1319]
mawc1242	Indo-European [indo1319]
nima1243	Indo-European [indo1319]
pard1243	Indo-European [indo1319]
bhil1253	Indo-European [indo1319]
naha1261	Indo-European [indo1319]
paur1238	Indo-European [indo1319]
rath1242	Indo-European [indo1319]
paly1238	Indo-European [indo1319]
