glottocode	family
kara1478	Atlantic-Congo [atla1278]
kare1338	Atlantic-Congo [atla1278]
pana1293	Atlantic-Congo [atla1278]
nzak1246	Atlantic-Congo [atla1278]
kuoo1238	Atlantic-Congo [atla1278]
mbum1254	Atlantic-Congo [atla1278]
dama1267	Atlantic-Congo [atla1278]
ndai1238	Atlantic-Congo [atla1278]
mamb1294	Atlantic-Congo [atla1278]
mono1269	Atlantic-Congo [atla1278]
mund1325	Atlantic-Congo [atla1278]
pamm1242	Atlantic-Congo [atla1278]
tupu1244	Atlantic-Congo [atla1278]
tooo1238	Atlantic-Congo [atla1278]
kuga1239	Atlantic-Congo [atla1278]
kumb1238	Atlantic-Congo [atla1278]
nucl1240	Atlantic-Congo [atla1278]
pang1286	Atlantic-Congo [atla1278]
rang1269	Atlantic-Congo [atla1278]
bali1245	Atlantic-Congo [atla1278]
kpas1242	Atlantic-Congo [atla1278]
yott1234	Atlantic-Congo [atla1278]
teme1252	Atlantic-Congo [atla1278]
waka1275	Atlantic-Congo [atla1278]
yend1241	Atlantic-Congo [atla1278]
doya1240	Atlantic-Congo [atla1278]
gimm1241	Atlantic-Congo [atla1278]
gimn1238	Atlantic-Congo [atla1278]
koma1266	Atlantic-Congo [atla1278]
momj1237	Atlantic-Congo [atla1278]
nort3260	Atlantic-Congo [atla1278]
vere1252	Atlantic-Congo [atla1278]
diii1241	Atlantic-Congo [atla1278]
dugu1248	Atlantic-Congo [atla1278]
duup1238	Atlantic-Congo [atla1278]
kolb1240	Atlantic-Congo [atla1278]
nyon1241	Atlantic-Congo [atla1278]
womn1235	Atlantic-Congo [atla1278]
samb1305	Atlantic-Congo [atla1278]
long1387	Atlantic-Congo [atla1278]
peer1241	Atlantic-Congo [atla1278]
nimb1256	Atlantic-Congo [atla1278]
duli1241	Atlantic-Congo [atla1278]
golo1234	Atlantic-Congo [atla1278]
band1348	Atlantic-Congo [atla1278]
band1342	Atlantic-Congo [atla1278]
band1343	Atlantic-Congo [atla1278]
band1344	Atlantic-Congo [atla1278]
band1345	Atlantic-Congo [atla1278]
gobu1238	Atlantic-Congo [atla1278]
kpag1238	Atlantic-Congo [atla1278]
mids1243	Atlantic-Congo [atla1278]
mono1270	Atlantic-Congo [atla1278]
ngun1266	Atlantic-Congo [atla1278]
togb1241	Atlantic-Congo [atla1278]
mban1263	Atlantic-Congo [atla1278]
ngbu1241	Atlantic-Congo [atla1278]
lang1318	Atlantic-Congo [atla1278]
sout2787	Atlantic-Congo [atla1278]
west2458	Atlantic-Congo [atla1278]
made1252	Atlantic-Congo [atla1278]
dong1290	Atlantic-Congo [atla1278]
mbaa1245	Atlantic-Congo [atla1278]
ndun1249	Atlantic-Congo [atla1278]
mong1345	Atlantic-Congo [atla1278]
gbay1278	Atlantic-Congo [atla1278]
dend1242	Atlantic-Congo [atla1278]
mban1262	Atlantic-Congo [atla1278]
nort2774	Atlantic-Congo [atla1278]
rive1257	Atlantic-Congo [atla1278]
sang1328	Atlantic-Congo [atla1278]
sout2784	Atlantic-Congo [atla1278]
yako1252	Atlantic-Congo [atla1278]
bang1345	Atlantic-Congo [atla1278]
mayo1261	Atlantic-Congo [atla1278]
mund1326	Atlantic-Congo [atla1278]
baka1272	Atlantic-Congo [atla1278]
ganz1247	Atlantic-Congo [atla1278]
gund1247	Atlantic-Congo [atla1278]
lima1246	Atlantic-Congo [atla1278]
gili1241	Atlantic-Congo [atla1278]
ngba1284	Atlantic-Congo [atla1278]
gban1258	Atlantic-Congo [atla1278]
kpal1241	Atlantic-Congo [atla1278]
yang1289	Atlantic-Congo [atla1278]
monz1249	Atlantic-Congo [atla1278]
fero1244	Atlantic-Congo [atla1278]
mang1387	Atlantic-Congo [atla1278]
indr1247	Atlantic-Congo [atla1278]
togo1252	Atlantic-Congo [atla1278]
baii1251	Atlantic-Congo [atla1278]
bela1255	Atlantic-Congo [atla1278]
ndog1248	Atlantic-Congo [atla1278]
sere1264	Atlantic-Congo [atla1278]
tagb1255	Atlantic-Congo [atla1278]
bara1361	Atlantic-Congo [atla1278]
ngal1296	Atlantic-Congo [atla1278]
pamb1243	Atlantic-Congo [atla1278]
geme1244	Atlantic-Congo [atla1278]
nzak1247	Atlantic-Congo [atla1278]
zand1248	Atlantic-Congo [atla1278]
oblo1238	Atlantic-Congo [atla1278]
gban1260	Atlantic-Congo [atla1278]
manz1243	Atlantic-Congo [atla1278]
alii1240	Atlantic-Congo [atla1278]
ngba1287	Atlantic-Congo [atla1278]
ngba1285	Atlantic-Congo [atla1278]
bofi1238	Atlantic-Congo [atla1278]
gbay1281	Atlantic-Congo [atla1278]
boko1261	Atlantic-Congo [atla1278]
gbay1286	Atlantic-Congo [atla1278]
gbay1287	Atlantic-Congo [atla1278]
suma1264	Atlantic-Congo [atla1278]
bang1347	Atlantic-Congo [atla1278]
sout2785	Atlantic-Congo [atla1278]
nort2775	Atlantic-Congo [atla1278]
bomu1247	Atlantic-Congo [atla1278]
buam1238	Atlantic-Congo [atla1278]
cwib1235	Atlantic-Congo [atla1278]
laal1241	Atlantic-Congo [atla1278]
buli1254	Atlantic-Congo [atla1278]
konn1242	Atlantic-Congo [atla1278]
gour1243	Atlantic-Congo [atla1278]
bimo1239	Atlantic-Congo [atla1278]
moba1244	Atlantic-Congo [atla1278]
konk1269	Atlantic-Congo [atla1278]
ngan1299	Atlantic-Congo [atla1278]
akas1242	Atlantic-Congo [atla1278]
ntch1242	Atlantic-Congo [atla1278]
nawd1238	Atlantic-Congo [atla1278]
yomm1242	Atlantic-Congo [atla1278]
notr1240	Atlantic-Congo [atla1278]
fare1241	Atlantic-Congo [atla1278]
nabi1240	Atlantic-Congo [atla1278]
kant1249	Atlantic-Congo [atla1278]
moss1236	Atlantic-Congo [atla1278]
sout2789	Atlantic-Congo [atla1278]
daga1272	Atlantic-Congo [atla1278]
wali1263	Atlantic-Congo [atla1278]
malb1235	Atlantic-Congo [atla1278]
sout2790	Atlantic-Congo [atla1278]
nort2780	Atlantic-Congo [atla1278]
safa1243	Atlantic-Congo [atla1278]
hang1258	Atlantic-Congo [atla1278]
kama1357	Atlantic-Congo [atla1278]
kusa1250	Atlantic-Congo [atla1278]
dagb1246	Atlantic-Congo [atla1278]
mamp1244	Atlantic-Congo [atla1278]
bial1238	Atlantic-Congo [atla1278]
dita1238	Atlantic-Congo [atla1278]
mbel1240	Atlantic-Congo [atla1278]
nate1242	Atlantic-Congo [atla1278]
waam1244	Atlantic-Congo [atla1278]
koro1298	Atlantic-Congo [atla1278]
baat1238	Atlantic-Congo [atla1278]
dogo1294	Atlantic-Congo [atla1278]
khee1238	Atlantic-Congo [atla1278]
dogo1295	Atlantic-Congo [atla1278]
khis1238	Atlantic-Congo [atla1278]
kaan1246	Atlantic-Congo [atla1278]
kabi1261	Atlantic-Congo [atla1278]
lama1275	Atlantic-Congo [atla1278]
lukp1238	Atlantic-Congo [atla1278]
bago1245	Atlantic-Congo [atla1278]
chal1269	Atlantic-Congo [atla1278]
delo1240	Atlantic-Congo [atla1278]
temm1241	Atlantic-Congo [atla1278]
phui1238	Atlantic-Congo [atla1278]
chak1271	Atlantic-Congo [atla1278]
tamp1252	Atlantic-Congo [atla1278]
vagl1239	Atlantic-Congo [atla1278]
degg1238	Atlantic-Congo [atla1278]
siss1242	Atlantic-Congo [atla1278]
west2465	Atlantic-Congo [atla1278]
paas1238	Atlantic-Congo [atla1278]
tumu1242	Atlantic-Congo [atla1278]
siti1241	Atlantic-Congo [atla1278]
winy1241	Atlantic-Congo [atla1278]
kala1383	Atlantic-Congo [atla1278]
lyel1241	Atlantic-Congo [atla1278]
kase1253	Atlantic-Congo [atla1278]
nort2784	Atlantic-Congo [atla1278]
sout2795	Atlantic-Congo [atla1278]
pana1295	Atlantic-Congo [atla1278]
cerm1238	Atlantic-Congo [atla1278]
turk1306	Atlantic-Congo [atla1278]
dyan1251	Atlantic-Congo [atla1278]
lobi1245	Atlantic-Congo [atla1278]
long1389	Atlantic-Congo [atla1278]
diji1241	Atlantic-Congo [atla1278]
tsoo1241	Atlantic-Congo [atla1278]
awak1250	Atlantic-Congo [atla1278]
kamo1254	Atlantic-Congo [atla1278]
bang1348	Atlantic-Congo [atla1278]
dadi1249	Atlantic-Congo [atla1278]
tula1252	Atlantic-Congo [atla1278]
waja1259	Atlantic-Congo [atla1278]
bond1246	Atlantic-Congo [atla1278]
boun1243	Atlantic-Congo [atla1278]
loma1258	Atlantic-Congo [atla1278]
teen1242	Atlantic-Congo [atla1278]
nati1243	Atlantic-Congo [atla1278]
pale1262	Atlantic-Congo [atla1278]
wara1292	Atlantic-Congo [atla1278]
tief1242	Atlantic-Congo [atla1278]
tief1244	Atlantic-Congo [atla1278]
nort2787	Atlantic-Congo [atla1278]
sout2797	Atlantic-Congo [atla1278]
viem1243	Atlantic-Congo [atla1278]
kamm1249	Atlantic-Congo [atla1278]
ceba1235	Atlantic-Congo [atla1278]
east2398	Atlantic-Congo [atla1278]
west2466	Atlantic-Congo [atla1278]
mama1271	Atlantic-Congo [atla1278]
nane1238	Atlantic-Congo [atla1278]
sena1262	Atlantic-Congo [atla1278]
sici1249	Atlantic-Congo [atla1278]
supy1237	Atlantic-Congo [atla1278]
nafa1258	Atlantic-Congo [atla1278]
nyar1245	Atlantic-Congo [atla1278]
pala1342	Atlantic-Congo [atla1278]
djim1235	Atlantic-Congo [atla1278]
tagw1240	Atlantic-Congo [atla1278]
miyo1238	Atlantic-Congo [atla1278]
nort2770	Atlantic-Congo [atla1278]
sout2782	Atlantic-Congo [atla1278]
apro1235	Atlantic-Congo [atla1278]
mbre1244	Atlantic-Congo [atla1278]
mpra1235	Atlantic-Congo [atla1278]
jahh1242	Austroasiatic [aust1305]
chew1245	Austroasiatic [aust1305]
kens1248	Austroasiatic [aust1305]
kint1239	Austroasiatic [aust1305]
tong1308	Austroasiatic [aust1305]
bate1262	Austroasiatic [aust1305]
mint1239	Austroasiatic [aust1305]
jede1239	Austroasiatic [aust1305]
jeha1242	Austroasiatic [aust1305]
minr1238	Austroasiatic [aust1305]
lano1248	Austroasiatic [aust1305]
sabu1253	Austroasiatic [aust1305]
semn1250	Austroasiatic [aust1305]
temi1246	Austroasiatic [aust1305]
sema1266	Austroasiatic [aust1305]
besi1244	Austroasiatic [aust1305]
sema1265	Austroasiatic [aust1305]
seme1247	Austroasiatic [aust1305]
temo1243	Austroasiatic [aust1305]
cuaa1241	Austroasiatic [aust1305]
hree1244	Austroasiatic [aust1305]
reng1252	Austroasiatic [aust1305]
seda1262	Austroasiatic [aust1305]
mono1268	Austroasiatic [aust1305]
todr1244	Austroasiatic [aust1305]
hala1252	Austroasiatic [aust1305]
jehh1245	Austroasiatic [aust1305]
kayo1245	Austroasiatic [aust1305]
hala1253	Austroasiatic [aust1305]
katu1273	Austroasiatic [aust1305]
kaco1239	Austroasiatic [aust1305]
roma1331	Austroasiatic [aust1305]
taku1254	Austroasiatic [aust1305]
alak1253	Austroasiatic [aust1305]
lawi1235	Austroasiatic [aust1305]
lave1249	Austroasiatic [aust1305]
lave1248	Austroasiatic [aust1305]
souu1238	Austroasiatic [aust1305]
nyah1249	Austroasiatic [aust1305]
oyyy1238	Austroasiatic [aust1305]
sapu1248	Austroasiatic [aust1305]
koho1244	Austroasiatic [aust1305]
maaa1253	Austroasiatic [aust1305]
chra1242	Austroasiatic [aust1305]
east2333	Austroasiatic [aust1305]
cent1992	Austroasiatic [aust1305]
krao1238	Austroasiatic [aust1305]
sout2692	Austroasiatic [aust1305]
bude1236	Austroasiatic [aust1305]
bulo1242	Austroasiatic [aust1305]
melk1242	Austroasiatic [aust1305]
bahn1262	Austroasiatic [aust1305]
tamp1251	Austroasiatic [aust1305]
tali1257	Austroasiatic [aust1305]
trie1243	Austroasiatic [aust1305]
east1236	Austroasiatic [aust1305]
west2398	Austroasiatic [aust1305]
phuo1238	Austroasiatic [aust1305]
paco1243	Austroasiatic [aust1305]
ngeq1245	Austroasiatic [aust1305]
lowe1395	Austroasiatic [aust1305]
ongg1239	Austroasiatic [aust1305]
uppe1406	Austroasiatic [aust1305]
east2332	Austroasiatic [aust1305]
nort3270	Austroasiatic [aust1305]
sout3251	Austroasiatic [aust1305]
sooo1254	Austroasiatic [aust1305]
west2397	Austroasiatic [aust1305]
kuyy1240	Austroasiatic [aust1305]
nyeu1238	Austroasiatic [aust1305]
khas1269	Austroasiatic [aust1305]
pnar1238	Austroasiatic [aust1305]
lyng1241	Austroasiatic [aust1305]
mega1243	Austroasiatic [aust1305]
warj1242	Austroasiatic [aust1305]
dana1252	Austroasiatic [aust1305]
east2776	Austroasiatic [aust1305]
huuu1240	Austroasiatic [aust1305]
manm1238	Austroasiatic [aust1305]
mokk1243	Austroasiatic [aust1305]
tail1246	Austroasiatic [aust1305]
uuuu1243	Austroasiatic [aust1305]
bitt1240	Austroasiatic [aust1305]
khan1274	Austroasiatic [aust1305]
lame1256	Austroasiatic [aust1305]
blan1242	Austroasiatic [aust1305]
samt1238	Austroasiatic [aust1305]
east2330	Austroasiatic [aust1305]
west2396	Austroasiatic [aust1305]
awac1238	Austroasiatic [aust1305]
nucl1290	Austroasiatic [aust1305]
para1301	Austroasiatic [aust1305]
xiyu1235	Austroasiatic [aust1305]
ruch1235	Austroasiatic [aust1305]
shwe1236	Austroasiatic [aust1305]
rian1261	Austroasiatic [aust1305]
yinc1238	Austroasiatic [aust1305]
ruma1248	Austroasiatic [aust1305]
cent1989	Austroasiatic [aust1305]
nort2684	Austroasiatic [aust1305]
oldk1249	Austroasiatic [aust1305]
khmu1256	Austroasiatic [aust1305]
khue1238	Austroasiatic [aust1305]
oduu1239	Austroasiatic [aust1305]
phon1246	Austroasiatic [aust1305]
thee1239	Austroasiatic [aust1305]
puoc1238	Austroasiatic [aust1305]
mlab1235	Austroasiatic [aust1305]
mall1246	Austroasiatic [aust1305]
phai1238	Austroasiatic [aust1305]
boly1239	Austroasiatic [aust1305]
buga1247	Austroasiatic [aust1305]
mang1378	Austroasiatic [aust1305]
monn1252	Austroasiatic [aust1305]
nyah1250	Austroasiatic [aust1305]
oldm1242	Austroasiatic [aust1305]
gata1239	Austroasiatic [aust1305]
bodo1267	Austroasiatic [aust1305]
bond1245	Austroasiatic [aust1305]
juan1238	Austroasiatic [aust1305]
khar1287	Austroasiatic [aust1305]
asur1254	Austroasiatic [aust1305]
bijo1238	Austroasiatic [aust1305]
birh1242	Austroasiatic [aust1305]
hooo1248	Austroasiatic [aust1305]
mund1320	Austroasiatic [aust1305]
koda1236	Austroasiatic [aust1305]
koda1254	Austroasiatic [aust1305]
korw1242	Austroasiatic [aust1305]
majh1236	Austroasiatic [aust1305]
turi1246	Austroasiatic [aust1305]
kolb1241	Austroasiatic [aust1305]
maha1291	Austroasiatic [aust1305]
sant1410	Austroasiatic [aust1305]
kork1243	Austroasiatic [aust1305]
pare1266	Austroasiatic [aust1305]
jura1242	Austroasiatic [aust1305]
sora1254	Austroasiatic [aust1305]
carn1240	Austroasiatic [aust1305]
cent1990	Austroasiatic [aust1305]
sout2689	Austroasiatic [aust1305]
chau1258	Austroasiatic [aust1305]
tere1272	Austroasiatic [aust1305]
pear1247	Austroasiatic [aust1305]
cent2314	Austroasiatic [aust1305]
chon1284	Austroasiatic [aust1305]
somr1240	Austroasiatic [aust1305]
saoc1239	Austroasiatic [aust1305]
suoy1242	Austroasiatic [aust1305]
aheu1239	Austroasiatic [aust1305]
arem1240	Austroasiatic [aust1305]
chut1247	Austroasiatic [aust1305]
male1282	Austroasiatic [aust1305]
hung1275	Austroasiatic [aust1305]
thoo1240	Austroasiatic [aust1305]
muon1246	Austroasiatic [aust1305]
nguo1239	Austroasiatic [aust1305]
viet1252	Austroasiatic [aust1305]
atay1247	Austronesian [aust1307]
taro1264	Austronesian [aust1307]
bunu1267	Austronesian [aust1307]
amis1246	Austronesian [aust1307]
saki1247	Austronesian [aust1307]
basa1287	Austronesian [aust1307]
kava1241	Austronesian [aust1307]
keta1243	Austronesian [aust1307]
sira1267	Austronesian [aust1307]
batu1258	Austronesian [aust1307]
mari1430	Austronesian [aust1307]
dobe1238	Austronesian [aust1307]
koba1240	Austronesian [aust1307]
lola1248	Austronesian [aust1307]
lora1237	Austronesian [aust1307]
mano1275	Austronesian [aust1307]
east2465	Austronesian [aust1307]
bara1367	Austronesian [aust1307]
kare1339	Austronesian [aust1307]
kola1285	Austronesian [aust1307]
komp1237	Austronesian [aust1307]
ujir1237	Austronesian [aust1307]
west2538	Austronesian [aust1307]
atii1237	Austronesian [aust1307]
basa1286	Austronesian [aust1307]
ampa1239	Austronesian [aust1307]
tunj1244	Austronesian [aust1307]
dusu1269	Austronesian [aust1307]
dusu1271	Austronesian [aust1307]
lawa1257	Austronesian [aust1307]
tawo1243	Austronesian [aust1307]
kohi1250	Austronesian [aust1307]
otda1235	Austronesian [aust1307]
sian1254	Austronesian [aust1307]
inab1237	Austronesian [aust1307]
indo1317	Austronesian [aust1307]
mapu1244	Austronesian [aust1307]
west2560	Austronesian [aust1307]
bala1311	Austronesian [aust1307]
cent2092	Austronesian [aust1307]
sout2918	Austronesian [aust1307]
pang1291	Austronesian [aust1307]
yaka1277	Austronesian [aust1307]
dusu1267	Austronesian [aust1307]
maan1238	Austronesian [aust1307]
paku1239	Austronesian [aust1307]
bush1250	Austronesian [aust1307]
plat1254	Austronesian [aust1307]
sout2920	Austronesian [aust1307]
anta1255	Austronesian [aust1307]
nort2890	Austronesian [aust1307]
tsim1257	Austronesian [aust1307]
bara1369	Austronesian [aust1307]
tano1246	Austronesian [aust1307]
masi1268	Austronesian [aust1307]
saka1291	Austronesian [aust1307]
maha1309	Austronesian [aust1307]
tesa1236	Austronesian [aust1307]
tand1256	Austronesian [aust1307]
baku1263	Austronesian [aust1307]
ngaj1237	Austronesian [aust1307]
ibat1238	Austronesian [aust1307]
ivat1242	Austronesian [aust1307]
yami1254	Austronesian [aust1307]
gian1241	Austronesian [aust1307]
koro1310	Austronesian [aust1307]
sara1326	Austronesian [aust1307]
tbol1240	Austronesian [aust1307]
tiru1241	Austronesian [aust1307]
bima1247	Austronesian [aust1307]
keda1252	Austronesian [aust1307]
alor1247	Austronesian [aust1307]
lama1277	Austronesian [aust1307]
lewo1244	Austronesian [aust1307]
puka1244	Austronesian [aust1307]
lama1278	Austronesian [aust1307]
adon1237	Austronesian [aust1307]
ilea1237	Austronesian [aust1307]
levu1239	Austronesian [aust1307]
sout2896	Austronesian [aust1307]
west2541	Austronesian [aust1307]
lama1279	Austronesian [aust1307]
lewo1243	Austronesian [aust1307]
sika1262	Austronesian [aust1307]
kepo1237	Austronesian [aust1307]
komo1261	Austronesian [aust1307]
mang1405	Austronesian [aust1307]
riun1237	Austronesian [aust1307]
remb1250	Austronesian [aust1307]
rajo1237	Austronesian [aust1307]
waer1237	Austronesian [aust1307]
ende1246	Austronesian [aust1307]
lioo1240	Austronesian [aust1307]
keoo1238	Austronesian [aust1307]
nage1237	Austronesian [aust1307]
namu1249	Austronesian [aust1307]
ngad1261	Austronesian [aust1307]
rong1269	Austronesian [aust1307]
palu1252	Austronesian [aust1307]
dhao1237	Austronesian [aust1307]
sabu1255	Austronesian [aust1307]
anak1240	Austronesian [aust1307]
bali1287	Austronesian [aust1307]
wanu1241	Austronesian [aust1307]
kamb1299	Austronesian [aust1307]
mamb1305	Austronesian [aust1307]
kodi1247	Austronesian [aust1307]
ngga1239	Austronesian [aust1307]
lamb1273	Austronesian [aust1307]
weje1237	Austronesian [aust1307]
sang1334	Austronesian [aust1307]
bala1315	Austronesian [aust1307]
bang1368	Austronesian [aust1307]
kada1286	Austronesian [aust1307]
tali1262	Austronesian [aust1307]
andi1257	Austronesian [aust1307]
batu1260	Austronesian [aust1307]
salu1253	Austronesian [aust1307]
bobo1255	Austronesian [aust1307]
baho1237	Austronesian [aust1307]
bung1269	Austronesian [aust1307]
koro1311	Austronesian [aust1307]
kuli1254	Austronesian [aust1307]
mori1268	Austronesian [aust1307]
talo1252	Austronesian [aust1307]
wawo1239	Austronesian [aust1307]
moro1287	Austronesian [aust1307]
mori1269	Austronesian [aust1307]
pado1242	Austronesian [aust1307]
toma1248	Austronesian [aust1307]
kode1237	Austronesian [aust1307]
raha1237	Austronesian [aust1307]
tola1247	Austronesian [aust1307]
waru1266	Austronesian [aust1307]
ciac1237	Austronesian [aust1307]
kumb1274	Austronesian [aust1307]
lasa1237	Austronesian [aust1307]
buso1238	Austronesian [aust1307]
kaim1241	Austronesian [aust1307]
kiok1239	Austronesian [aust1307]
liab1237	Austronesian [aust1307]
muna1247	Austronesian [aust1307]
panc1247	Austronesian [aust1307]
bone1254	Austronesian [aust1307]
tuka1248	Austronesian [aust1307]
tuka1249	Austronesian [aust1307]
dond1249	Austronesian [aust1307]
lauj1238	Austronesian [aust1307]
tomi1243	Austronesian [aust1307]
bala1314	Austronesian [aust1307]
damp1237	Austronesian [aust1307]
pend1242	Austronesian [aust1307]
taje1237	Austronesian [aust1307]
taji1246	Austronesian [aust1307]
bara1371	Austronesian [aust1307]
daak1235	Austronesian [aust1307]
ledo1238	Austronesian [aust1307]
unde1235	Austronesian [aust1307]
lind1248	Austronesian [aust1307]
moma1242	Austronesian [aust1307]
sedo1237	Austronesian [aust1307]
pamo1252	Austronesian [aust1307]
tomb1245	Austronesian [aust1307]
topo1243	Austronesian [aust1307]
saru1242	Austronesian [aust1307]
umaa1242	Austronesian [aust1307]
kala1394	Austronesian [aust1307]
laiy1246	Austronesian [aust1307]
kama1364	Austronesian [aust1307]
woli1241	Austronesian [aust1307]
wotu1240	Austronesian [aust1307]
pamp1243	Austronesian [aust1307]
remo1247	Austronesian [aust1307]
aben1249	Austronesian [aust1307]
boto1242	Austronesian [aust1307]
amba1267	Austronesian [aust1307]
bata1297	Austronesian [aust1307]
maga1263	Austronesian [aust1307]
magi1241	Austronesian [aust1307]
boli1256	Austronesian [aust1307]
tina1248	Austronesian [aust1307]
cham1312	Austronesian [aust1307]
andr1248	Austronesian [aust1307]
bowa1234	Austronesian [aust1307]
lele1270	Austronesian [aust1307]
nali1245	Austronesian [aust1307]
tita1241	Austronesian [aust1307]
eree1241	Austronesian [aust1307]
kele1258	Austronesian [aust1307]
eluu1241	Austronesian [aust1307]
kurt1250	Austronesian [aust1307]
leip1237	Austronesian [aust1307]
pona1250	Austronesian [aust1307]
loni1238	Austronesian [aust1307]
moke1240	Austronesian [aust1307]
pakt1239	Austronesian [aust1307]
bipi1237	Austronesian [aust1307]
herm1237	Austronesian [aust1307]
nyin1250	Austronesian [aust1307]
sori1242	Austronesian [aust1307]
kheh1237	Austronesian [aust1307]
liku1243	Austronesian [aust1307]
mond1265	Austronesian [aust1307]
tulu1259	Austronesian [aust1307]
lenk1247	Austronesian [aust1307]
balu1257	Austronesian [aust1307]
louu1245	Austronesian [aust1307]
naun1237	Austronesian [aust1307]
penc1239	Austronesian [aust1307]
kani1282	Austronesian [aust1307]
kani1283	Austronesian [aust1307]
seim1238	Austronesian [aust1307]
wuvu1239	Austronesian [aust1307]
laua1243	Austronesian [aust1307]
gone1237	Austronesian [aust1307]
fiji1243	Austronesian [aust1307]
loma1261	Austronesian [aust1307]
anut1237	Austronesian [aust1307]
east2447	Austronesian [aust1307]
niua1240	Austronesian [aust1307]
niua1241	Austronesian [aust1307]
wall1257	Austronesian [aust1307]
puka1242	Austronesian [aust1307]
samo1305	Austronesian [aust1307]
toke1240	Austronesian [aust1307]
tuva1244	Austronesian [aust1307]
kapi1249	Austronesian [aust1307]
nuku1260	Austronesian [aust1307]
onto1237	Austronesian [aust1307]
nuku1258	Austronesian [aust1307]
nuku1259	Austronesian [aust1307]
taku1257	Austronesian [aust1307]
mang1401	Austronesian [aust1307]
rapa1244	Austronesian [aust1307]
nort2845	Austronesian [aust1307]
sout2866	Austronesian [aust1307]
hawa1245	Austronesian [aust1307]
maor1246	Austronesian [aust1307]
penr1237	Austronesian [aust1307]
raka1237	Austronesian [aust1307]
rapa1245	Austronesian [aust1307]
raro1241	Austronesian [aust1307]
aust1304	Austronesian [aust1307]
tahi1242	Austronesian [aust1307]
tuam1242	Austronesian [aust1307]
sika1261	Austronesian [aust1307]
pile1238	Austronesian [aust1307]
renn1242	Austronesian [aust1307]
tiko1237	Austronesian [aust1307]
emae1237	Austronesian [aust1307]
futu1245	Austronesian [aust1307]
mele1250	Austronesian [aust1307]
west2516	Austronesian [aust1307]
niue1239	Austronesian [aust1307]
tong1325	Austronesian [aust1307]
rotu1241	Austronesian [aust1307]
namo1248	Austronesian [aust1307]
west2519	Austronesian [aust1307]
gilb1244	Austronesian [aust1307]
mars1254	Austronesian [aust1307]
moki1238	Austronesian [aust1307]
ping1243	Austronesian [aust1307]
pohn1238	Austronesian [aust1307]
chuu1238	Austronesian [aust1307]
mort1237	Austronesian [aust1307]
poll1238	Austronesian [aust1307]
pulu1242	Austronesian [aust1307]
caro1242	Austronesian [aust1307]
paaf1237	Austronesian [aust1307]
tana1281	Austronesian [aust1307]
namo1247	Austronesian [aust1307]
sata1237	Austronesian [aust1307]
mapi1250	Austronesian [aust1307]
wole1240	Austronesian [aust1307]
sons1242	Austronesian [aust1307]
tobi1238	Austronesian [aust1307]
ulit1238	Austronesian [aust1307]
kosr1238	Austronesian [aust1307]
naur1243	Austronesian [aust1307]
lonw1238	Austronesian [aust1307]
nort2839	Austronesian [aust1307]
orko1234	Austronesian [aust1307]
dalk1234	Austronesian [aust1307]
daka1243	Austronesian [aust1307]
port1286	Austronesian [aust1307]
sout2859	Austronesian [aust1307]
lele1267	Austronesian [aust1307]
nort2836	Austronesian [aust1307]
eton1255	Austronesian [aust1307]
sout2856	Austronesian [aust1307]
baki1244	Austronesian [aust1307]
bier1244	Austronesian [aust1307]
bier1246	Austronesian [aust1307]
maii1238	Austronesian [aust1307]
lame1260	Austronesian [aust1307]
lewo1242	Austronesian [aust1307]
aulu1238	Austronesian [aust1307]
burm1263	Austronesian [aust1307]
bwen1239	Austronesian [aust1307]
mask1242	Austronesian [aust1307]
nasv1234	Austronesian [aust1307]
nisv1234	Austronesian [aust1307]
avok1244	Austronesian [aust1307]
axam1237	Austronesian [aust1307]
port1285	Austronesian [aust1307]
rere1240	Austronesian [aust1307]
unua1237	Austronesian [aust1307]
urip1239	Austronesian [aust1307]
malu1245	Austronesian [aust1307]
mpot1241	Austronesian [aust1307]
vaoo1237	Austronesian [aust1307]
nese1235	Austronesian [aust1307]
lare1249	Austronesian [aust1307]
ling1265	Austronesian [aust1307]
litz1237	Austronesian [aust1307]
vinm1237	Austronesian [aust1307]
labo1244	Austronesian [aust1307]
nati1244	Austronesian [aust1307]
bign1238	Austronesian [aust1307]
maee1241	Austronesian [aust1307]
mara1399	Austronesian [aust1307]
dixo1238	Austronesian [aust1307]
katb1237	Austronesian [aust1307]
lete1241	Austronesian [aust1307]
nasa1240	Austronesian [aust1307]
navw1234	Austronesian [aust1307]
malf1237	Austronesian [aust1307]
sout2857	Austronesian [aust1307]
niti1249	Austronesian [aust1307]
vivt1234	Austronesian [aust1307]
nama1268	Austronesian [aust1307]
paam1238	Austronesian [aust1307]
apma1240	Austronesian [aust1307]
saaa1241	Austronesian [aust1307]
seke1241	Austronesian [aust1307]
sowa1244	Austronesian [aust1307]
east2443	Austronesian [aust1307]
west2513	Austronesian [aust1307]
mafe1237	Austronesian [aust1307]
tutu1241	Austronesian [aust1307]
butm1237	Austronesian [aust1307]
polo1242	Austronesian [aust1307]
tamb1253	Austronesian [aust1307]
lore1244	Austronesian [aust1307]
shar1244	Austronesian [aust1307]
aore1237	Austronesian [aust1307]
arak1252	Austronesian [aust1307]
tang1347	Austronesian [aust1307]
malo1243	Austronesian [aust1307]
rori1237	Austronesian [aust1307]
saka1289	Austronesian [aust1307]
